image,question,refs,base,fusion,win
VizWiz_val_00003239.jpg,What is this?,"['laundry detergent', 'unanswerable', 'soap', 'unanswerable', 'unanswerable', 'dish detergent', 'unanswerable', 'laundry detergent', 'unanswerable', 'detergent']",bottle,laundry detergent,fusion wins
VizWiz_val_00003243.jpg,What is my color of what is color of my shirt?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'grey', 'white', 'grey']",grey,white,fusion wins
VizWiz_val_00003251.jpg,Is this picture on Google?,"['no', 'unanswerable', 'unanswerable', 'probably', 'no', 'phone case decorated ballerina flowers', 'no', 'yes', 'yea', 'no']",yes,no,fusion wins
VizWiz_val_00003258.jpg,What does this mug say?,"['unanswerable', 'brugge', 'brugge', 'brugge', 'unanswerable', 'brugge', 'brugge', 'brugge', 'nothing', 'brugge']",unanswerable,brugge,fusion wins
VizWiz_val_00003261.jpg,What is this item?,"['pocket notebook', 'unanswerable', 'book', 'spiril notebook', 'whiskers paws', 'unanswerable', 'calendar', 'calendar', 'notebook', 'whiskers paws']",box,book,fusion wins
VizWiz_val_00003262.jpg,What's this?,"['fridge', 'unanswerable', 'fridge', 'dorm refrigerator', 'fridge', 'fridge', 'refrigerator', 'mini fridge', 'refridgerator', 'mini fridge']",door,refrigerator,fusion wins
VizWiz_val_00003264.jpg,What is this?,"['steering wheel', 'steering wheel', 'steering wheel', 'vw steering wheel', 'volkswagen logo', 'vw steering wheel', 'steering wheel', 'steering wheel', 'center steering wheel', 'steering wheel']",car,steering wheel,fusion wins
VizWiz_val_00003270.jpg,What color is this please? ,"['blue', 'purple tan', 'purple', 'purple', 'purple', 'purple', 'maroon', 'purple', 'purple', 'purple']",brown,purple,fusion wins
VizWiz_val_00003278.jpg,What is in this can?,"['pop', 'unanswerable', 'unanswerable', 'soda', 'cola', 'unanswerable', 'soda', 'soda', 'unanswerable', 'pop']",coca cola,unanswerable,fusion wins
VizWiz_val_00003282.jpg,What does this say?,"['native visions', 'unanswerable', 'mandella', 'native visions', 'native visions indian style mandella', 'native visions', 'native visions indian style mandella', 'native visions indian style mandella', 'native visions indian style mandella', 'native visions']",unanswerable,native visions,fusion wins
VizWiz_val_00003288.jpg,What color are these pants?  I didn't ask.,"['white', 'very light blue denim', 'light blue', 'white', 'light grey', 'grey', 'grey', 'grey', 'grey', 'brown']",blue,grey,fusion wins
VizWiz_val_00003289.jpg,What's this?,"['computer keys', 'unanswerable', 'computer keyboard', 'keyboard colon', 'keyboard', 'keyboard', 'video display', 'keyboard', 'keyboard', 'keyboard']",keyboard,unanswerable,base wins
VizWiz_val_00003290.jpg,Can you tell me what this is?,"['chips', 'chips', 'chips', 'potato chips', 'potato chips', 'sour cream onion chips', 'chips', 'potatoe chips', 'chips', 'potato chips']",food,chips,fusion wins
VizWiz_val_00003294.jpg,What does the sky look like?,"['blue', 'blue', 'cloudy', 'blue', 'clear blue', 'blue', 'clear', 'blue clear', 'clear', 'cloudless']",cloudy,dark,base wins
VizWiz_val_00003297.jpg,WHat is this?,"['money', 'dollar', 'dollar bill', '1 dollar', '$1 american bill', 'money', 'dollar bill', '$1', '1 dollar', 'money']",1 dollar,1 dollar bill,base wins
VizWiz_val_00003298.jpg,What is this?,"['sweat pea scented shower gel', 'shower gel', 'unanswerable', 'soap', 'unanswerable', 'unanswerable', 'hand soap', 'body wash', 'unanswerable', 'body wash']",lotion,unanswerable,fusion wins
VizWiz_val_00003300.jpg,Please tell me what is in this package. Thank you,"['unanswerable', 'harvest sensations salad', 'unanswerable', 'beets', 'candy', 'berries', 'hard to tell maybe some kind nuts', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,meat,base wins
VizWiz_val_00003318.jpg,What type of crab fish fillets are these? What brand?,"['select crumbed', 'select', 'select', 'crumbed select', 'select', 'crumbed', 'unanswerable', 'select crumbed', 'unanswerable', 'select']",unanswerable,chicken,base wins
VizWiz_val_00003319.jpg,Which buttons are the volume?,"['middle left buttons plus minus sign', 'white buttons middle left', 'unanswerable', 'white button closest to tech printed word', 'middle left', 'white ones', 'white toggle buttons on left', 'middle left', 'middle left', 'middle left']",yes,unanswerable,fusion wins
VizWiz_val_00003320.jpg,What's this a picture of?,"['poster', 'poster', 'girl on flying carpet', 'book called book present you can open again again', 'book', 'poster', 'book', 'card greeting card maybe', 'unanswerable', 'poster']",book,bag,base wins
VizWiz_val_00003327.jpg,"Is this some kind of bone?  Or a horn, by chance?","['horn', 'unanswerable', 'yes', 'yea', 'horn maybe', 'unanswerable', 'horn', 'horn', 'horn', 'yes']",unanswerable,no,base wins
VizWiz_val_00003331.jpg,What is this?,"['iphone 5', 'iphone', 'phone', 'phone', 'cell phone', 'cell phone', 'cell phone', 'cellphone', 'cellphone', 'smartphone']",phone,cell phone,fusion wins
VizWiz_val_00003344.jpg,How long do I cook this in the microwave?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', '8 minutes', 'unanswerable', 'unanswerable']",unanswerable,8 minutes,base wins
VizWiz_val_00003346.jpg,What dinner is this?,"['meatballs sausage', 'meatballs sausage', 'unanswerable', 'marie callenders', 'marie callenders', 'meatballs sausage pasta', 'meatballs sausage', 'tv dinner', 'meatball sausage', 'marie callenders meatballs sausage marinara']",unanswerable,healthy choice,base wins
VizWiz_val_00003347.jpg,What is that?,"['leg', 'foot', 'foot', 'foot', 'foot', 'foot', 'foot', 'foot', 'foot', 'foot']",hand,foot,fusion wins
VizWiz_val_00003351.jpg,What is this?,"['towel', 'towel', 'towel', 'towel', 'looks like red white towel against some tile', 'towel', 'striped red white towel', 'bath towel', 'towel', 'red white striped towel']",rug,towel,fusion wins
VizWiz_val_00003352.jpg,What is it?,"['unanswerable', 'unanswerable', 'kitchen', 'unanswerable', 'unanswerable', 'unanswerable', 'picture man at desk on computer', 'i see living room in picture', 'unanswerable', 'unanswerable']",unanswerable,computer,base wins
VizWiz_val_00003353.jpg,what is on this shirt?,"['unanswerable', 'words', 'green lettering', 'unanswerable', 'unanswerable', 'design', 'green black graphic design', 'lime green writing black white picture', 'green', 'lime green black lettering partial lime green icon visible']",unanswerable,white,base wins
VizWiz_val_00003356.jpg,"Okay, I held the camera further away. I think it should be black. Could you tell me if it's black or blue, please? Thank you.","['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'grey']",yes,black,fusion wins
VizWiz_val_00003358.jpg,What color is this?,"['grey', 'white', 'grey', 'grey', 'grey', 'grey', 'grey', 'purple', 'grey', 'blue']",grey,white,base wins
VizWiz_val_00003362.jpg,What is this?,"['new college worcester', 'new college worcester brochure', 'school pamphlet', 'college advertisement', 'college classes', 'ncw', 'brochure', 'new college worcester business card', 'unanswerable', 'booklet']",unanswerable,book,base wins
VizWiz_val_00003370.jpg,What is in this box?,"['panini', 'panini', 'smoked turkey panini', 'smoked turkey panini', 'smoked turkey panini', 'stouffer smoked turkey panini', 'turkey panini', 'unanswerable', 'smoked turkey panini', 'smoked turkey panini']",unanswerable,turkey tetrazzini,base wins
VizWiz_val_00003376.jpg,What is this a picture of?,"['eyeglasses', 'frames', 'glasses', 'eye glasses silver frames', 'eye glasses', 'glasses', 'eyeglass frame', 'glasses', 'glasses', 'glasses']",headphones,glasses,fusion wins
VizWiz_val_00003385.jpg,What spice is this?  ,"['mrs dash', 'unanswerable', 'mrs dash', 'unanswerable', 'cant tell', 'all spice', 'basil blend', 'mrs dash table blend', 'dash', 'mrs dash']",unanswerable,mrs dash,fusion wins
VizWiz_val_00003386.jpg,What is this please?,"['6 cheese tortellini', 'tortellini', 'tortellini', 'tortellini', '6 cheese tortellini', '6 cheese tortellini', 'food', '6 cheese tortellini', '6 cheese tortellini', '6 cheese tortellini']",food,6 cheese tortellini,fusion wins
VizWiz_val_00003390.jpg,What's that?,"['neon yellow garment', 'back seat car', 'car interior', 'jacket', 'car seats', 'backseat car', 'baby bag', 'unanswerable', 'car seat', 'backseat car']",car,unanswerable,fusion wins
VizWiz_val_00003398.jpg,What kind of coffee is this? ,"['gevaliaa', 'gevalia', 'french vanilla', 'french vanilla', 'gevaliaa', 'gevaliaa', 'french vanilla', 'french vanilla', 'french', 'gevaliaa french vanilla']",french vanilla,dark chocolate truffle,base wins
VizWiz_val_00003401.jpg,What breed of dog is this?,"['golden retriever', 'retriever', 'labrador', 'labrador', 'pugg', 'lab', 'golden retriever', 'labrador retriever', 'retriever', 'golden retriever']",terrier,labrador,fusion wins
VizWiz_val_00003402.jpg,what brand water is this?,"['zephyrte', 'ns', 'zephyrhills', 'unanswerable', 'unanswerable', 'zephyrhills', 'zephyrhem', 'zephyr', 'zephyrhills', 'unanswerable']",water,unanswerable,fusion wins
VizWiz_val_00003403.jpg,What is it?,"['leaves', 'leaf', 'leaf', 'leaves', 'plant', 'leaf', 'plant', 'buckeye leaf', 'leaf', '5 stemmed leaf']",plant,bush,base wins
VizWiz_val_00003407.jpg,What color is this cat?,"['brown', 'tan', 'grey black', 'sable', 'brown', 'brown', 'brown', 'black white', 'brown tabby', 'grey black']",brown,black,base wins
VizWiz_val_00003410.jpg,Are there any stones missing out of this?,"['unanswerable', 'unanswerable', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'insufficient image quality', 'unanswerable', 'no']",yes,unanswerable,fusion wins
VizWiz_val_00003412.jpg,What movie is this poster for?,"['abraham lincoln vampire hunter', 'abraham lincoln vampire hunter', 'abraham lincoln vampire diaries', 'abraham lincoln vampire hunter', 'abraham lincoln vampire hunter', 'abraham lincoln vampire hunter', 'abraham lincoln', 'abraham lincoln vampire hunter', 'abraham lincoln vampire hunter', 'abraham lincoln vampire hunter']",unanswerable,abraham lincoln vampire hunter,fusion wins
VizWiz_val_00003421.jpg,"Can someone please tell me what type of meat is in this package? I'm not sure, I can't identify it.","['unanswerable', 'pork chops', 'chicken', 'chicken', 'chicken', 'pork loin', 'pork chops', 'pork loin', 'pork loins', 'pork loin']",chicken,unanswerable,base wins
VizWiz_val_00003424.jpg,"Alright take a look at the remote, try to find the source or the input button and try to describe it in relation to other buttons so I can figure it out, thank you.","['left column last row first button input', 'unanswerable', 'top remote', 'unanswerable', 'middle 3 buttons below volume channel buttons', 'unanswerable', 'bottom left', 'input button very bottom button on left first row buttons last 1', 'unanswerable', 'last button on left column']",yes,unanswerable,fusion wins
VizWiz_val_00003431.jpg,What is my desktop showing?,"['toshiba learning innovation', 'toshiba', 'lettering', 'toshiba leading innovation', 'logo', 'logs', 'toshiba startup screen', 'product name', 'toshiba', 'toshiba']",yes,toshiba,fusion wins
VizWiz_val_00003432.jpg,What is the color of the lid?,"['pink', 'pink', 'pink', 'pink color', 'pink', 'pink', 'pink', 'pink', 'pink', 'pink']",pink,cup,base wins
VizWiz_val_00003439.jpg,What is this instrument?,"['guitar', 'mandolin', 'banjo', 'mandolin', 'guitar', 'mandolin', 'mandolin', 'guitar', 'guitar', 'guitar']",unanswerable,guitar,fusion wins
VizWiz_val_00003444.jpg,"Is this a pepperoni pizza, pepperoni and sausage, supreme, what kind? ","['pepperoni', 'pepperoni', 'pepperoni', 'pepperoni', 'pepperoni', 'pepperoni', 'yes', 'pepperoni', 'mama cozzis pepperoni thin crust', 'pepperoni']",yes,pepperoni,fusion wins
VizWiz_val_00003447.jpg,What kind of gum is this?,"['trident', 'trident', 'trident', 'trident', 'trident', 'trident', 'trident', 'trident', 'trident', 'trident']",yes,trident,fusion wins
VizWiz_val_00003449.jpg,What color is this shirt?,"['blue', 'blue', 'blue', 'grey', 'blue', 'light blue', 'light blue', 'blue', 'blue', 'blue']",blue,white,base wins
VizWiz_val_00003457.jpg,What color is this?,"['unanswerable', 'red', 'red', 'red', 'red', 'red', 'red', 'red white blue', 'red', 'red']",red,green,base wins
VizWiz_val_00003470.jpg,What is in this box?,"['chicken', 'food', 'honey soy chicken', 'honey soy chicken vegetables', 'honey soy chicken', 'honey soy chicken', 'honey soy chicken', 'honey soy chicken', 'honey soy chicken', 'honey soy chicken']",corned beef,honey soy chicken,fusion wins
VizWiz_val_00003474.jpg,What is in this can?,"['spaghetti sauce', 'unanswerable', 'spaghetti sauce', 'spaghetti sauce', 'spaghetti sauce', 'spaghetti sauce sliced peaches', 'spaghetti sauce', 'spaghetti sauce', 'spaghetti sauce', 'spaghetti sauce']",soup,spaghetti sauce,fusion wins
VizWiz_val_00003480.jpg,What color is this shirt?,"['black', 'grey orange white text', 'brown', 'unanswerable', 'black text', 'grey', 'black', 'brown', 'black', 'grey']",grey,black,fusion wins
VizWiz_val_00003481.jpg,What is this?,"['unanswerable', 'person', 'male sitting on chair', 'man', 'desk', 'unanswerable', 'body', 'man', 'jeans', 'man']",chair,unanswerable,fusion wins
VizWiz_val_00003484.jpg,What color is this?,"['blue yellow', 'blue', 'blue', 'grey', 'grey blue', 'yellow', 'grey', 'grey', 'yellow', 'yellow']",grey,white,base wins
VizWiz_val_00003494.jpg,Is this...,"['cleaner', 'unanswerable', 'spray n wash max resolve', 'spray n wash max', 'spray n wash max', 'soap', 'spray n wash', 'stain remover', 'spray n wash', 'spray wash max']",yes,unanswerable,fusion wins
VizWiz_val_00003502.jpg,What is this?,"['nissan', 'nissan', 'nissan emblem', 'nissan', 'car grill', 'this nissan', 'car', 'nissan emblem', 'nissan', 'bumper nissan']",car,steering wheel,base wins
VizWiz_val_00003504.jpg,What colors are in this material?,"['brown tan white', 'light dark brown', 'brown', 'brown', 'brown', 'brown tan', 'brown tan lighter tan', 'beige brown', 'brown', 'brown beige tan']",brown,white,base wins
VizWiz_val_00003505.jpg,What is in...,"['chicken food', 'braised chicken almonds', 'braised chicken almonds', 'chicken almonds', 'braised chicken almonds', 'braised chicken almonds', 'braised chicken almonds', 'braised chicken almonds', 'braised chicken almonds', 'braised chicken almonds']",unanswerable,braised chicken almonds,fusion wins
VizWiz_val_00003517.jpg,What color is this ,"['green', 'white', 'white', 'white green', 'white', 'white', 'white', 'white', 'unanswerable', 'unanswerable']",blue,white,fusion wins
VizWiz_val_00003534.jpg,can you please describe this card to me and its orientation? thank you.,"['card turned to left says swords image 5 swords', 'unanswerable', 'swords horizontal', 'horizontal', 'tarot swords card', 'no', 'white gold decoration', '5 swords sideways', 'has pictures swords green gold', 'sideways top to right as 5 swords']",unanswerable,upside down,base wins
VizWiz_val_00003536.jpg,How should I cook this pasta dish?,"['oven', 'unanswerable', 'already cooked heat in microwave', 'oven', 'unanswerable', 'box', 'unanswerable', 'unanswerable', 'oven', 'reheat in oven']",unanswerable,chicken,base wins
VizWiz_val_00003538.jpg,What is this?,"['bag cookies', 'oatmeal', 'oatmeal cookies', 'oatmeal cookie', 'cookies', 'oatmeal cookies', 'dads cookies', 'box', 'snack', 'cookies']",cereal,cookies,fusion wins
VizWiz_val_00003542.jpg,What is it?,"['billfold', 'phone case', 'wallet', 'wallet union jack pattern', 'wallet', 'wallet', 'wallet', 'wallet', 'wallet british flag', 'wallet']",iphone,wallet,fusion wins
VizWiz_val_00003547.jpg,What is it?,"['coca cola 0 can', 'ergerg', 'coca cola 0', 'coca cola', 'coke 0', 'coca cola 0 can', 'coke 0', 'coca cola 0', 'coca cola 0', 'coke 0']",coca cola,coke 0,fusion wins
VizWiz_val_00003562.jpg,"Just, just a quick idea on this.","['swregfserg', 'unanswerable', 'unanswerable', 'mlb 12 show playstation game', 'unanswerable', 'mlb', 'mlb12 show psi game', 'psi game mlb 12 show', 'poor game', 'psi mlb12 show']",unanswerable,yes,base wins
VizWiz_val_00003574.jpg,What is this?,"['new orleans style jambalaya mix', 'jambalaya mix', 'jambalaya mix', 'rice', 'jambalaya', 'jambalaya mix', 'jambalaya mix', 'jambalaya rice', 'box prepared mix for new orleans style jambalaya rice', 'jambalaya mix']",tomato sauce,jambalaya mix,fusion wins
VizWiz_val_00003577.jpg,Does this look dirty? Thank you.,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",yes,no,fusion wins
VizWiz_val_00003582.jpg,What is this?,"['unanswerable', 'can', 'split pea soup', 'split pea soup', 'split pea soup', 'split pea soup', 'soup', 'can split pea soup', 'split pea soup', 'soup']",soup,peas,base wins
VizWiz_val_00003583.jpg,Is this a 5 or a 10 Canadian dollar bill?,"['10', '10', '10', '10', '10', '10', '10', '10', '10', '10 canadian']",20,10,fusion wins
VizWiz_val_00003587.jpg,What color is this?,"['grey', 'grey', 'grey', 'grey', 'brown', 'grey', 'tan', 'tan', 'grey', 'brown']",brown,purple,base wins
VizWiz_val_00003589.jpg,What color is this?,"['black', 'multi colored', 'khaki', 'black', 'black', 'block', 'grey', 'black', 'multi color', 'white yellow blue pink polka dots']",grey,purple,base wins
VizWiz_val_00003591.jpg,What is this?,"['game', 'fart ass', 'unanswerable', 'smart ass game', 'smart ass board game', 'smart ass board game', 'smart ass', 'smart ass game', 'smart ass game', 'smart ass game']",unanswerable,book,base wins
VizWiz_val_00003592.jpg,What is this?,"['epsoni', 'epson projector', 'video projector', 'projector', 'lcd player', 'scaner', 'printer', 'epson projector', 'epson projector', 'projector']",speaker,projector,fusion wins
VizWiz_val_00003612.jpg,What kind of coffee is this?,"['gevalia', 'massimo gevalia kaffe', 'massimo', 'gevalia espresso', 'massimo', 'black coffee', 'massimo', 'unanswerable', 'gevalia', 'gevalia']",french vanilla,unanswerable,fusion wins
VizWiz_val_00003617.jpg,Is this still white gold?,"['unanswerable', 'yes', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00003622.jpg,"Can someone tell me what the security question is on the screen, please?","['arawak', 'unanswerable', 'arawak', 'arawak', 'arawak', 'arawak', 'unanswerable', 'unanswerable', 'arawak', 'arawak']",unanswerable,tamanaca,base wins
VizWiz_val_00003632.jpg,what is this? please describe.,"['this leg', 'foot being flexed in bedroom', 'leg in air', 'leg in air from knee down to foot', 'leg foot up shelves nascar memorabilia', 'unanswerable', 'leg', 'ceiling', 'foot in air', 'foot']",hand,foot,fusion wins
VizWiz_val_00003648.jpg,What window screen do you see on my computer monitor?,"['unanswerable', 'repair screen', 'unanswerable', 'setup repair', 'restore system', 'unanswerable', 'startup repair', 'unanswerable', 'unanswerable', 'unanswerable']",yes,startup repair,fusion wins
VizWiz_val_00003650.jpg,Identify this object.,"['nature valley crunchy oats n dark chocolate', 'granola bar', 'granola bar', 'nature valley crunch oats n dark chocolate bar', 'cereal bar', 'oats dark chocolate', 'nature valley whole grain bar', 'oats n dark chocolate crunchy granola bar', 'wrgreg', 'granola bar']",cereal,granola bar,fusion wins
VizWiz_val_00003661.jpg,What kind of oatmeal is this?,"['high fiber maple brown sugar', 'high fiber maple brown sugar', 'maple brown sugar', 'maple brown sugar', 'quaker maple brown sugar', 'maple brown sugar', 'maple brown sugar', 'high fiber maple brown sugar instant', 'maple brown sugar', 'quaker']",cereal,maple brown sugar,fusion wins
VizWiz_val_00003664.jpg,What does it say?,"['nutrition facts', 'nutrition facts', 'unanswerable', 'nutrition facts for peanuts', 'nutrition', 'nutrition facts', 'nutrition', 'nutrition facts', 'nutrition facts', 'nutrition facts']",unanswerable,nutrition facts,fusion wins
VizWiz_val_00003684.jpg,What shirt is this and what color is it?,"['unanswerable', 'unanswerable', 'brown', 'maroon', 'unanswerable', 'arizona diamondbacks black', 'sweat shirt purple', 'unanswerable', 'unanswerable', 'unanswerable']",grey,brown,fusion wins
VizWiz_val_00003692.jpg,What seasoning is this?,"['buttermilk recipe', 'ranch', 'buttermilk dressing mix', 'ranch buttermilk', 'ranch buttermilk dressing', 'ranch', 'buttermilk ranch mix', 'hidden valley ranch buttermilk recipe', 'ranch', 'ranch']",unanswerable,ranch,fusion wins
VizWiz_val_00003695.jpg,What kind of pop is this?,"['nestea', 'unable to see full can can only see if nestea', 'unanswerable', 'nestle', 'neastea', 'unanswerable', 'tea', 'nestea', 'unanswerable', 'patil']",coca cola,nestea,fusion wins
VizWiz_val_00003698.jpg,What is this?,"['money', 'money', '$20 bill', 'money', '20 dollars', '20 dollars', '20 dollars', 'twenty dollar bill', '20.00 bill', '20 dollar bill']",money,5 dollar bill,base wins
VizWiz_val_00003701.jpg,Is there a chess piece here?,"['no', 'yes', 'no', 'only board', 'no', 'no', 'yes', 'no', 'no', 'no']",yes,no,fusion wins
VizWiz_val_00003703.jpg,Color are the. What color are the boots?,"['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']",brown,black,fusion wins
VizWiz_val_00003711.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unknown', 'unanswerable', 'unanswerable']",unanswerable,cookies,base wins
VizWiz_val_00003715.jpg,What kind of coffee is this? Thank you.,"['mexico', 'mexico', 'mexico coffee', 'mexico', 'van houtte mexico mexique dark', 'mexico', 'unanswerable', 'mexico', 'mexico', 'mexico']",unanswerable,cafe verona,base wins
VizWiz_val_00003719.jpg,"What color are, what color is the, yeah?","['white', 'white', 'black white', 'silver', 'black white', 'black white', 'black', 'unanswerable', 'black white', 'unanswerable']",brown,white,fusion wins
VizWiz_val_00003724.jpg,What is this?,"['zatarains new orleans style jambalaya mix', 'jambalaya mix', 'jambalaya mix', 'jambalaya mix', 'jambalaya mix', 'rice', 'zatarains jambalaya mix', 'jambalaya', 'zatarains jambalaya mix', 'jambalaya mix']",food,jambalaya mix,fusion wins
VizWiz_val_00003729.jpg,What is this?,"['eyewear', 'unanswerable', 'reading glasses phone', 'unanswerable', 'glasses', 'unanswerable', 'phone eye glasses cordbottle', 'eye glasses', 'items on table', 'phone eye glasses beer']",bottle,unanswerable,fusion wins
VizWiz_val_00003738.jpg,What device is this?,"['i cant tell', 'touch pad on laptop keyboard', 'unanswerable', 'unanswerable', 'laptop', 'laptop', 'laptop keyboard', 'unanswerable', 'laptop', 'laptop mousepad']",keyboard,laptop,fusion wins
VizWiz_val_00003742.jpg,What is the name of this product?,"['multipurpose cleaner', 'unanswerable', 'odoban', 'odor gone cleaner', 'odor gone', 'odor gone', 'odor gone', 'multi purpose cleaner', 'odor gone', 'multi purpose cleaner']",unanswerable,laundry detergent,base wins
VizWiz_val_00003743.jpg,What is this?,"['river', 'lake', 'lake', 'lake', 'river rowers', 'photo river people kayaking sky', 'river', 'lake', 'river', 'river grass in foreground kayakers on river']",window,lake,fusion wins
VizWiz_val_00003746.jpg,What is this?,"['unanswerable', 'moussaka', 'picture food', 'product box', 'frozen meal', 'meal for 1', 'moussaka meal', 'unanswerable', 'unanswerable', 'classic']",food,unanswerable,fusion wins
VizWiz_val_00003760.jpg,Is this better?,"['no', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'unknown', 'unanswerable', 'unanswerable', 'yes', 'phone']",yes,unanswerable,fusion wins
VizWiz_val_00003762.jpg,What is on this picture? Thank you.,"['prokaryotic eukaryotic cells', 'prokaryotic eukaryotic cells', 'prokaryotic eukaryotic cells', 'cells', 'prokaryotic eukaryotic cells', 'unanswerable', 'blood cells', 'blood cells', 'prokaryotic eukaryotic cells', 'flowers']",unanswerable,book,base wins
VizWiz_val_00003774.jpg,What color are my shoes?,"['brown', 'brown tan', 'brown', 'brown', 'brown', 'brown', 'brown', 'brown', 'beige', 'brown']",brown,black,base wins
VizWiz_val_00003785.jpg,What is in the little bottle that is on the table?,"['blue food dye', 'alcohol', 'nyquil', 'unanswerable', 'unanswerable', 'medicine', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,medicine,base wins
VizWiz_val_00003787.jpg,What color are these?,"['black', 'black', 'black', 'black', 'black', 'black', 'black silver', 'black', 'black', 'black']",brown,black,fusion wins
VizWiz_val_00003799.jpg,What is this?,"['up', '7 up', 'up can', 'up', '7 up', 'can up', 'up', '7 up', 'up', 'up']",soda,up,fusion wins
VizWiz_val_00003800.jpg,What does it say on this bottle?,"['ovation cell therapy', 'cell therapy', 'ovation cell therapy hair treatment', 'ovation cell therapy', 'ovation cell therapy', 'unanswerable', 'cell therapy', 'ovation cell therapy', 'ovation cell therapy', 'cell therapy']",unanswerable,shampoo,base wins
VizWiz_val_00003809.jpg,Alright looking for the input or mode button I have moved the camera in tell me if this is clear.  Thank you.,"['yes', 'clear', 'unanswerable', 'input on bottom left', 'input bottom left button', 'yes', 'bottom left', 'clear', 'yes', 'input button on left side bottom row']",yes,unanswerable,base wins
VizWiz_val_00003810.jpg,What color is this shirt? Thank you.,"['blue', 'blue', 'purple', 'blue', 'blue', 'indigo', 'blue', 'blue', 'purple', 'blue']",blue,black,base wins
VizWiz_val_00003813.jpg,What are these?,"['boots', 'boots', 'shoes', 'boats', 'shoes', 'shoes', 'shoes', 'boots', 'brown boots', 'boots']",shoe,shoes,fusion wins
VizWiz_val_00003815.jpg,Are these bananas green or yellow?,"['slight green', 'yellow', 'yellow', 'yellow', 'green', 'yellow', 'yellow', 'yellow', 'yellow', 'yellow']",yes,yellow,fusion wins
VizWiz_val_00003821.jpg,What is this?,"['papaya tree', 'melon', 'palm tree', 'melon', 'tree', 'pecans', 'green coconuts', 'coconut', 'tree', 'tree']",plant,tree,fusion wins
VizWiz_val_00003822.jpg,What color are these shoes?,"['brown', 'brown', 'brown', 'brown leather', 'brown', 'brown', 'brown', 'black', 'brown', 'brown']",brown,black,base wins
VizWiz_val_00003826.jpg,Can you tell what this is?,"['yes', 'mixed fruit', 'yes', 'can mixed fruit', 'mixed fruit', 'mixed fruit', 'can', 'yes', 'mixed fruit', 'mixed fruit']",soup,mixed fruit,fusion wins
VizWiz_val_00003828.jpg,What is the denomination of this bill?,"['1', 'unanswerable', 'unanswerable', '1', 'unanswerable', 'unanswerable', 'unanswerable', '1 dollar', '1', '1']",unanswerable,20,base wins
VizWiz_val_00003833.jpg,What are the colors and designs of this skirt?,"['blue white purple lines swirling together', 'green red yellow squares', 'teal red yellow swirls', 'blue', 'purple blue white black wavy', 'teal pink white black', 'black blue white purple dotted lines tangled together', 'unanswerable', 'dark background maroon turquoise white square spots in striped mosaic pattern', 'blue stripes']",unanswerable,black pink,base wins
VizWiz_val_00003834.jpg,What is this a model of?,"['soda', 'sprite', 'soda bottle', 'sprite', 'unanswerable', 'sprite soda', 'sprite', 'sprite bottle', 'unanswerable', 'sprite']",sprite,unanswerable,base wins
VizWiz_val_00003858.jpg,I have turned the box around again. Can you make out an expiration date now? Sorry about this. ,"['i dont know', 'no', 'unanswerable', 'unanswerable', 'unanswerable', 'no', 'unanswerable', 'im sorry but no i do not see date', 'unanswerable', 'unanswerable']",unanswerable,no,base wins
VizWiz_val_00003859.jpg,This is Brian. What color is this?,"['unanswerable', 'i dont know', 'grey', 'shirt navy blue', 'dark blue shirt', 'blue', 'grey', 'unanswerable', 'unanswerable', 'unanswerable']",blue,unanswerable,fusion wins
VizWiz_val_00003867.jpg,What item is this?,"['white cane', 'walking stick', 'unanswerable', 'pen', 'white cane', 'walking seeing cane', 'walking cane', 'unanswerable', 'walking sticks', 'this tick']",pen,unanswerable,fusion wins
VizWiz_val_00003871.jpg,What type of K Cup is this?,"['tea', 'folgers', 'unanswerable', 'blue', 'unanswerable', 'unanswerable', 'glossy', 'unanswerable', 'folgers', 'folgers unable to read rest label']",unanswerable,french vanilla,base wins
VizWiz_val_00003877.jpg,What's this?,"['ice trays', 'ice', 'ice', 'ice', 'ice', 'ice', 'unanswerable', 'giant chunk ice', 'ice cubes', 'ice']",cup,unanswerable,fusion wins
VizWiz_val_00003884.jpg,Can you tell what dinner this is?,"['country fried chicken gravy', 'country fried chicken gravy', 'country fried chicken gravy', 'chicken', 'country fried chicken gravey', 'country fried chicken gravy', 'marie callenders country fried chicken gravy', 'country fried steak mashed potatoes corn', 'country fried chicken gravy', 'country fried chicken gravy']",chicken,meat loaf gravy,base wins
