image,question,refs,fusion,skill,win
VizWiz_val_00003724.jpg,What is this?,"['zatarains new orleans style jambalaya mix', 'jambalaya mix', 'jambalaya mix', 'jambalaya mix', 'jambalaya mix', 'rice', 'zatarains jambalaya mix', 'jambalaya', 'zatarains jambalaya mix', 'jambalaya mix']",jambalaya mix,jambalaya,fusion wins
VizWiz_val_00003746.jpg,What is this?,"['unanswerable', 'moussaka', 'picture food', 'product box', 'frozen meal', 'meal for 1', 'moussaka meal', 'unanswerable', 'unanswerable', 'classic']",unanswerable,food,fusion wins
VizWiz_val_00003754.jpg,What kind of shampoo is this?,"['bed head', 'bed head', 'bed head control freak', 'bed head control freak', 'bed head control freak', 'bedhead', 'bed head tigi', 'bed head tigi', 'bed head', 'bed head control freak']",conditioner,bed head,skill wins
VizWiz_val_00003774.jpg,What color are my shoes?,"['brown', 'brown tan', 'brown', 'brown', 'brown', 'brown', 'brown', 'brown', 'beige', 'brown']",black,brown,skill wins
VizWiz_val_00003775.jpg,What is this?,"['bottle', 'bottle', 'plastic product bottle', 'sleep aid', 'unanswerable', 'bottle', 'pills', 'supplements', 'unanswerable', 'dietary supplement']",unanswerable,bottle,skill wins
VizWiz_val_00003785.jpg,What is in the little bottle that is on the table?,"['blue food dye', 'alcohol', 'nyquil', 'unanswerable', 'unanswerable', 'medicine', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",medicine,unanswerable,skill wins
VizWiz_val_00003786.jpg,What color are my pants?,"['black white stripes', 'black', 'black white stripes', 'black', 'black white', 'black', 'black white stripes down sides', 'black', 'black', 'black']",grey,black,skill wins
VizWiz_val_00003800.jpg,What does it say on this bottle?,"['ovation cell therapy', 'cell therapy', 'ovation cell therapy hair treatment', 'ovation cell therapy', 'ovation cell therapy', 'unanswerable', 'cell therapy', 'ovation cell therapy', 'ovation cell therapy', 'cell therapy']",shampoo,unanswerable,skill wins
VizWiz_val_00003802.jpg,I found this in the wild. Can I keep it as a pet?,"['yes', 'yes', 'maybe', 'unanswerable', 'yes', 'unanswerable', 'cat leg', 'unanswerable', 'yes', 'yes']",unanswerable,cat,fusion wins
VizWiz_val_00003812.jpg,What's the five digit number?,"['23442', '23442', '23442', 'unanswerable', 'unanswerable', 'only see 2 digits 69', '23442', 'unanswerable', 'unanswerable', '23442']",unanswerable,30362,fusion wins
VizWiz_val_00003821.jpg,What is this?,"['papaya tree', 'melon', 'palm tree', 'melon', 'tree', 'pecans', 'green coconuts', 'coconut', 'tree', 'tree']",tree,squash,fusion wins
VizWiz_val_00003822.jpg,What color are these shoes?,"['brown', 'brown', 'brown', 'brown leather', 'brown', 'brown', 'brown', 'black', 'brown', 'brown']",black,brown,skill wins
VizWiz_val_00003834.jpg,What is this a model of?,"['soda', 'sprite', 'soda bottle', 'sprite', 'unanswerable', 'sprite soda', 'sprite', 'sprite bottle', 'unanswerable', 'sprite']",unanswerable,sprite,skill wins
VizWiz_val_00003866.jpg,Can you please tell me what these numbers say? Thank you.,"['0.0 5.0 233', '0.0 5.0 233', '0.0 5.0 233', '0.0 5.0 233', '0.0 5.0 233', '0.0 5.0 233', 'unanswerable', '0.0 5.0 233', '5.0 233 0.0', '0.0 5.0 233']",unanswerable,00 3.10 539,fusion wins
VizWiz_val_00003871.jpg,What type of K Cup is this?,"['tea', 'folgers', 'unanswerable', 'blue', 'unanswerable', 'unanswerable', 'glossy', 'unanswerable', 'folgers', 'folgers unable to read rest label']",french vanilla,unanswerable,skill wins
VizWiz_val_00003877.jpg,What's this?,"['ice trays', 'ice', 'ice', 'ice', 'ice', 'ice', 'unanswerable', 'giant chunk ice', 'ice cubes', 'ice']",unanswerable,sink,fusion wins
VizWiz_val_00003884.jpg,Can you tell what dinner this is?,"['country fried chicken gravy', 'country fried chicken gravy', 'country fried chicken gravy', 'chicken', 'country fried chicken gravey', 'country fried chicken gravy', 'marie callenders country fried chicken gravy', 'country fried steak mashed potatoes corn', 'country fried chicken gravy', 'country fried chicken gravy']",meat loaf gravy,chicken,skill wins
VizWiz_val_00003890.jpg,What's this?,"['unanswerable', 'box', 'counter top', 'unanswerable', 'box', 'wall', 'unanswerable', 'table', 'iphone box', 'counter']",unanswerable,laptop,fusion wins
VizWiz_val_00003904.jpg,What is the photo on the shirt and what does it say?,"['maimi gator logo', 'florida gators logo', 'alligator no words', 'alligator', 'crocodile no words', 'gators', 'crocodile no words', 'gator', 'unanswerable', 'florida gators']",unanswerable,packers,fusion wins
VizWiz_val_00003922.jpg,This is a blank screen. What color is it? Is there any text there?,"['green file missing', 'unanswerable', 'black says file missing', 'green yes', 'black yes', 'black file missing', 'file missing', 'green yes', 'green no', 'black file missing']",black,unanswerable,skill wins
VizWiz_val_00003933.jpg,What is this?,"['unanswerable', 'microwave dinner', 'frozen food', 'chimichuri', 'food', 'food', 'unanswerable', 'microwave chicken dinner', 'package chimichurri rice vegetables', 'unanswerable']",chicken,food,skill wins
VizWiz_val_00003951.jpg,What is in this bottle?,"['body lotion', 'body lotion', 'body lotion', 'lotion', 'shea body lotion vitamin e', 'moonlight path shea vitamin e body lotion', 'body lotion', 'moonlight path body lotion', 'moonlight path body lotion', 'lotion']",lotion,body lotion,skill wins
VizWiz_val_00003953.jpg,How much sodium is in each serving of these beans?,"['blurry', 'unanswerable', '30 mg', '30 mg', 'unanswerable', '35mg', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,1 2 cup,fusion wins
VizWiz_val_00003962.jpg,What is on this computer screen?,"['nothing', 'nothing', 'nothing', 'nothing', 'unanswerable', 'blank', 'fingerprints', 'smudges', 'lamp reflection', 'nothing']",unanswerable,laptop,fusion wins
VizWiz_val_00003969.jpg,What book is this?,"['unanswerable', 'unanswerable', 'insufficient image quality', 'american pageants', 'history textbook', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",history,unanswerable,skill wins
VizWiz_val_00003972.jpg,What page is this.  And can you tell me if it's upside down or right side up.,"['330 upside down', 'page #330 upside down', 'page 300 upside down', '330 upside down', '330 upside down', 'upside down', 'upside down page 330', '330 upside down', '330 upside down', '330 upside down']",330 upside down,upside down,fusion wins
VizWiz_val_00003974.jpg,Is the screen on?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",yes,no,skill wins
VizWiz_val_00003988.jpg,"The title of this book please, thank you.","['daily bread', 'daily break words for life', 'daily bread', 'daily bread', 'daily breath', 'unanswerable', 'daily break', 'daily bread words for life', 'unanswerable', 'daily bread']",treadmill,unanswerable,skill wins
VizWiz_val_00003995.jpg,What are the instructions for the lasagna?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'picture too close', 'unanswerable', 'unanswerable', 'unanswerable', 'cook']",conventional oven,unanswerable,skill wins
VizWiz_val_00004008.jpg,What is this?,"['soup', 'unanswerable', 'soup', 'soup', 'beef stew', 'hormel beef stew', 'unanswerable', 'beef stew', 'hormel', 'dirty moore stew']",unanswerable,soup,skill wins
VizWiz_val_00004014.jpg,What flavor are these noodles? ,"['chicken', 'chicken', 'chicken', 'chicken', 'chicken', 'chicken', 'chicken', 'chicken', 'chicken', 'chicken']",unanswerable,chicken,skill wins
VizWiz_val_00004058.jpg,What is this meat? ,"['pork belly ribs', 'pork belly ribs', 'pork belly ribs oriental chinese flavour', 'pork belly ribs', 'pork belly ribs', 'this meat pork belly ribs oriental chinese flavour', 'pork belly ribs', 'pork belly ribs', 'pork belly ribs', 'pork belly ribs']",lean beef steak,pork belly ribs,skill wins
VizWiz_val_00004076.jpg,What is that?,"['soda bottle', 'soda bottle', 'plastic bottle', 'sprite', 'unanswerable', 'sprite bottle', 'sprite bottle', 'sprite', 'sprite soda bottle', 'green pop bottle']",soda,sprite,skill wins
VizWiz_val_00004092.jpg,Which color is it?,"['black silver', 'multi', 'black silver', 'stainless steel black', 'silver', 'black', 'black silver', 'black', 'grey black', 'black silver']",black,white,fusion wins
VizWiz_val_00004106.jpg,What is this photo?,"['album cover', 'album cover autotheism', 'faceless autotheism', 'cd', 'faceless autotheism', 'autotheism', 'unanswerable', 'album cover', 'unanswerable', 'unanswerable']",video game,cd,skill wins
VizWiz_val_00004116.jpg,What color are the lids of the bottles?,"['green', 'black', 'green', 'green', 'green', 'green', 'blue', 'black', 'blue green', 'green']",white,blue,skill wins
VizWiz_val_00004126.jpg,What color is this shirt?,"['brown', 'maroon', 'brown', 'brown', 'black', 'brown', 'brown', 'brown', 'black', 'black little yellow']",grey,brown,skill wins
VizWiz_val_00004175.jpg,What is it?,"['20 dollar bill', '20 dollar bill', '20 dollar bill', '20 dollar bill', '$20', 'money', '20 dollar bill', '20 dollar bill', 'money', '$20']",5 dollar bill,20 dollar bill,skill wins
VizWiz_val_00004182.jpg,Would you say this room is illuminated?,"['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'partially', 'no', 'no']",no,unanswerable,fusion wins
VizWiz_val_00004187.jpg,What color is this please?,"['black white', 'leopard print', 'animal print black grey white', 'brown black', 'white black grey animal print', 'white grey', 'leopard', 'bedroom', 'white black grey leopard print', 'leopard print']",purple,black white,skill wins
VizWiz_val_00004188.jpg,What is this?,"['3 musketeers', 'candy bar', 'cereal', 'candybar', 'candy', 'cereal', '3 musketeers candy bar', '3 musketeers', 'food on table candy bar', 'bowl cereal']",unanswerable,cereal,skill wins
VizWiz_val_00004194.jpg,What color is this tablet?,"['white', 'church notebook', 'brown', 'white', 'white', 'white', 'tan', 'tan', 'unanswerable', 'whote']",black,white,skill wins
VizWiz_val_00004212.jpg,What is this?,"['lotion', 'hair product', 'lotion', 'lotion', 'unanswerable', 'lotion', 'lotion', 'lotion', 'lotion', 'lotion']",lotion,body lotion,fusion wins
VizWiz_val_00004215.jpg,What is this?,"['i do no', 'wristband', 'knitting', 'sock', 'unanswerable', 'unanswerable', 'sock', 'sock', 'sock', 'sock']",sock,blanket,fusion wins
VizWiz_val_00004244.jpg,What is this?,"['daffodils', 'vase flowers', 'yellow flowers', 'daffodils', 'vase flower', 'dandelions in vase', 'flowers', 'daffodils', 'yellow flowers in vase', 'daffodil']",flowers,plant,fusion wins
VizWiz_val_00004248.jpg,I need to know what can this is so what is in this can?,"['peanut butter', 'peanut butter', 'peanut butter', 'peanut butter', 'peanut butter', 'peanut butter', 'peanut butter', 'peanut butter', 'unanswerable', 'peanut butter']",unanswerable,peanut butter,skill wins
VizWiz_val_00004249.jpg,Is this?,"['minced garlic', 'minced garlic', 'garlic minced', 'minced garlic seasoning', 'garlic minced', 'unanswerable', 'minced garlic', 'no', 'garlic', 'spices']",spaghetti,unanswerable,skill wins
VizWiz_val_00004250.jpg,Can you please describe the cards and its orientation thank you,"['unanswerable', 'unanswerable', 'tarot moon sideways', 'unanswerable', 'moon left side on bottom', 'tarot', 'moon sideways', 'astrology moon', 'facing left', 'role playing game card moon']",queen,unanswerable,skill wins
VizWiz_val_00004255.jpg,What's in this red envelope?  ,"['unanswerable', 'sloppy joes seasoning', 'shur fine sloppy joe seasoning', 'unsiotable image', 'sloppy joe seasoning', 'seasoning', 'seasoning mix', 'sloppy joe seasoning', 'sloppy joe seasoning', 'sloppy joe seasoning']",yes,unanswerable,skill wins
VizWiz_val_00004277.jpg,Is someone standing at the door?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'unanswerable']",yes,no,skill wins
VizWiz_val_00004308.jpg,and how big is it?,"['about 32 inches', '32 inch', 'unanswerable', 'around 4o inches', '24', 'unanswerable', 'not big', 'unanswerable', 'unanswerable', '27']",unanswerable,yes,fusion wins
